text,label,type
Hacked corporate user accounts being sold,2,credential leak
Breach of a major bank exposing user SSNs and passwords,3,identity theft
Massive healthcare system leak with patient records,3,identity theft
Government database breach revealing citizen info,3,identity theft
Sale of 5M Facebook user logins after hack,3,credential leak
Huge data dump of email-password pairs from a tech giant,3,credential leak
Dark web market selling stolen passport scans,3,identity theft
Leaked credentials of corporate executives,3,credential leak
Breach of a fintech company revealing account details,3,credential leak
Stolen identity packages including SSN and DOB,3,identity theft
Leaked internal system credentials of a major enterprise,3,credential leak
How to implement binary search in Java,0,benign
Beginner guide to Python dictionaries and lists,0,benign
Tutorial for building a personal blog using HTML and CSS,0,benign
Latest news about climate change and global warming,0,benign
Wikipedia article on Albert Einstein and his theories,0,benign
A recipe for making traditional Italian pasta at home,0,benign
Travel guide for visiting Japan during cherry blossom season,0,benign
Beginner’s introduction to linear algebra concepts,0,benign
How to create a responsive navbar using Bootstrap,0,benign
A step by step tutorial for building a portfolio website,0,benign
Information about the planets in our solar system,0,benign
Beginner workout plan for losing weight naturally,0,benign
History of the Roman Empire and its emperors,0,benign
Learning basic Spanish phrases for travel,0,benign
A beginner guide to data visualization with matplotlib,0,benign
Top 10 tourist attractions in Paris,0,benign
The benefits of daily meditation and mindfulness,0,benign
Beginner friendly introduction to machine learning,0,benign
A guide for choosing the right gaming laptop,0,benign
Tutorial to set up a GitHub repository and push code,0,benign
Learning about volcanoes and earthquakes in geography,0,benign
Latest technology trends in artificial intelligence,0,benign
A simple Java program to print Fibonacci series,0,benign
Tips for preparing for a job interview,0,benign
A tutorial on how to create an Android app,0,benign
Beginner guide to stock market investing,0,benign
Review of the latest iPhone and its features,0,benign
Travel tips for backpacking across Europe,0,benign
Introduction to cloud computing services,0,benign
Step by step guide to bake a chocolate cake,0,benign
A list of top books for learning programming,0,benign
How to care for indoor plants and succulents,0,benign
Simple explanation of how the internet works,0,benign
Beginner tutorial for creating React components,0,benign
Overview of the World War 2 timeline,0,benign
Tips for improving your public speaking skills,0,benign
Introduction to Kubernetes and Docker basics,0,benign
How to start a YouTube channel as a beginner,0,benign
Best practices for writing clean JavaScript code,0,benign
Learning about renewable energy sources,0,benign
A guide to preparing for competitive exams,0,benign
The story of Mahatma Gandhi and Indian independence,0,benign
Top 5 tips for time management and productivity,0,benign
Beginner guide to HTML forms and validation,0,benign
How to play basic guitar chords for beginners,0,benign
A review of the best budget smartphones of 2025,0,benign
Overview of the history of the Olympic Games,0,benign
Beginner steps to learn SQL database queries,0,benign
How to build a personal budget and save money,0,benign
Tips for improving photography skills at home,0,benign
An introduction to astronomy and stargazing,0,benign
Simple guide to meditation for stress relief,0,benign
How to install and use Linux for beginners,0,benign
A tutorial for creating simple animations in CSS,0,benign
Facts about dinosaurs and prehistoric animals,0,benign
Top tips for writing a resume for your first job,0,benign
Step by step tutorial on building a chatbot,0,benign
A guide to healthy eating and balanced diets,0,benign
Learning about ancient Egyptian civilization,0,benign
How to use Excel formulas for basic accounting,0,benign
